"Estado","Museos ",2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,"2012 1/",2013,2014,2015,2016,"2017 2/",2018,2019
,"    Visitantes Internacionales",5412,4797,4643,3027,6937,6185,8330,3530,2599,2144,54,9093,571,1278,1607,2213,2740,2680,2968,2778
,"Museo Local Tuxteco",9128,7363,7899,0,1577,8773,9848,7720,6258,6437,6164,5858,7229,6334,5441,5699,4059,4196,4158,6614
,"    Visitantes Nacionales",8463,6841,7422,0,1516,8339,9335,7394,6009,6399,6111,5845,7229,6289,5409,5628,3989,4165,4054,6578
,"    Visitantes Internacionales",665,522,477,0,61,434,513,326,249,38,53,13,0,45,32,71,70,31,104,36
,"Museo de Palmillas",0,0,0,0,0,0,0,2860,2015,3021,2526,3498,2909,2844,2969,3412,3152,4013,2466,2880
,"    Visitantes Nacionales",0,0,0,0,0,0,0,2809,1927,2953,2473,3467,2888,2844,2969,3412,3152,4013,2466,2880
,"    Visitantes Internacionales",0,0,0,0,0,0,0,51,88,68,53,31,21,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
"Yucatán",,108568,119541,53868,135589,160390,72616,74543,120211,136703,135478,148483,147746,101775,105310,68374,89138,112104,123292,109713,94006
,"    Visitantes Nacionales",84772,83228,40500,111174,128938,53681,57728,98481,111191,104697,119333,123083,84533,98256,61570,81990,104444,113230,99831,82202
,"    Visitantes Internacionales",23796,36313,13368,24415,31452,18935,16815,21730,25512,30781,29150,24663,17242,7054,6804,7148,7660,10062,9882,11804
,"Museo Regional de Yucatán ""Palacio Cantón""",55206,64971,50555,52568,64860,68491,71463,116541,133463,130338,140592,140878,96238,98171,62795,86322,110734,120478,108640,90336
,"    Visitantes Nacionales",40590,35789,37414,36884,47107,49783,54819,95156,108215,99772,112065,116702,79444,91775,56254,79279,103115,110646,98932,78770
,"    Visitantes Internacionales",14616,29182,13141,15684,17753,18708,16644,21385,25248,30566,28527,24176,16794,6396,6541,7043,7619,9832,9708,11566
,"Pinacoteca del Estado ""Juan Gamboa Guzmán""",53362,54570,3313,83021,95530,4125,3080,3670,3240,5140,7891,6868,5537,7139,5579,2816,1370,2814,1073,3670
,"    Visitantes Nacionales",44182,47439,3086,74290,81831,3898,2909,3325,2976,4925,7268,6381,5089,6481,5316,2711,1329,2584,899,3432
,"    Visitantes Internacionales",9180,7131,227,8731,13699,227,171,345,264,215,623,487,448,658,263,105,41,230,174,238
,,,,,,,,,,,,,,,,,,,,,
"Zacatecas",,123794,117698,97755,93219,80853,92607,73605,56928,53308,47767,46438,35179,44636,46335,37348,41476,44883,54253,43621,48240
,"    Visitantes Nacionales",120700,114972,95462,90505,78570,87940,71390,55387,52231,47062,45928,34976,44294,46012,36866,41080,44291,53555,43014,47611
,"    Visitantes Internacionales",3094,2726,2293,2714,2283,4667,2215,1541,1077,705,510,203,342,323,482,396,592,698,607,629
,"Museo de Guadalupe",123794,117698,97755,93219,80853,92607,73605,56928,53308,47767,46438,35179,44636,46335,37348,41476,44883,54253,43621,48240
,"    Visitantes Nacionales",120700,114972,95462,90505,78570,87940,71390,55387,52231,47062,45928,34976,44294,46012,36866,41080,44291,53555,43014,47611
,"    Visitantes Internacionales",3094,2726,2293,2714,2283,4667,2215,1541,1077,705,510,203,342,323,482,396,592,698,607,629
