ciudad,museo_internacionales,museo_nacionales,zona_arqueologica_internacionales,zona_arqueologica_nacionales,vuelos_internacionales,vuelos_nacionales,cuartos_disponibles_promedio_E1,cuartos_disponibles_promedio_E2,cuartos_disponibles_promedio_E3,cuartos_disponibles_promedio_E4,cuartos_disponibles_promedio_E5,cuartos_disponibles_x_E1,cuartos_disponibles_x_E2,cuartos_disponibles_x_E3,cuartos_disponibles_x_E4,cuartos_disponibles_x_E5,cuartos_disponibles_y_E1,cuartos_disponibles_y_E2,cuartos_disponibles_y_E3,cuartos_disponibles_y_E4,cuartos_disponibles_y_E5,cuartos_ocupados_total_x_E1,cuartos_ocupados_total_x_E2,cuartos_ocupados_total_x_E3,cuartos_ocupados_total_x_E4,cuartos_ocupados_total_x_E5,porcentaje_de_ocupación_total_E1,porcentaje_de_ocupación_total_E2,porcentaje_de_ocupación_total_E3,porcentaje_de_ocupación_total_E4,porcentaje_de_ocupación_total_E5,llegada_de_turistas_total_E1,llegada_de_turistas_total_E2,llegada_de_turistas_total_E3,llegada_de_turistas_total_E4,llegada_de_turistas_total_E5,llegada_de_turistas_nacionales_E1,llegada_de_turistas_nacionales_E2,llegada_de_turistas_nacionales_E3,llegada_de_turistas_nacionales_E4,llegada_de_turistas_nacionales_E5,llegada_de_turistas_extranjeros_E1,llegada_de_turistas_extranjeros_E2,llegada_de_turistas_extranjeros_E3,llegada_de_turistas_extranjeros_E4,llegada_de_turistas_extranjeros_E5,turistas_noche_total_x_E1,turistas_noche_total_x_E2,turistas_noche_total_x_E3,turistas_noche_total_x_E4,turistas_noche_total_x_E5,turistas_noche_nacionales_x_E1,turistas_noche_nacionales_x_E2,turistas_noche_nacionales_x_E3,turistas_noche_nacionales_x_E4,turistas_noche_nacionales_x_E5,turistas_noche_extranjeros_x_E1,turistas_noche_extranjeros_x_E2,turistas_noche_extranjeros_x_E3,turistas_noche_extranjeros_x_E4,turistas_noche_extranjeros_x_E5,estadía_total_E1,estadía_total_E2,estadía_total_E3,estadía_total_E4,estadía_total_E5,estadía_nacionales_E1,estadía_nacionales_E2,estadía_nacionales_E3,estadía_nacionales_E4,estadía_nacionales_E5,estadía_extranjeros_E1,estadía_extranjeros_E2,estadía_extranjeros_E3,estadía_extranjeros_E4,estadía_extranjeros_E5,turistas_noche_total_y_E1,turistas_noche_total_y_E2,turistas_noche_total_y_E3,turistas_noche_total_y_E4,turistas_noche_total_y_E5,turistas_noche_nacionales_y_E1,turistas_noche_nacionales_y_E2,turistas_noche_nacionales_y_E3,turistas_noche_nacionales_y_E4,turistas_noche_nacionales_y_E5,turistas_noche_extranjeros_y_E1,turistas_noche_extranjeros_y_E2,turistas_noche_extranjeros_y_E3,turistas_noche_extranjeros_y_E4,turistas_noche_extranjeros_y_E5,cuartos_ocupados_total_y_E1,cuartos_ocupados_total_y_E2,cuartos_ocupados_total_y_E3,cuartos_ocupados_total_y_E4,cuartos_ocupados_total_y_E5,densidad_total_E1,densidad_total_E2,densidad_total_E3,densidad_total_E4,densidad_total_E5
Santiago de Querétaro,3202.0,93886.0,0.0,0.0,2971.0,7667.0,4455.046575342466,10614.87397260274,14887.123287671233,32079.22191780822,49298.12328767123,1626092.0,3874429.0,5433800.0,11708916.0,17993815.0,1626092.0,3874429.0,5433800.0,11708916.0,17993815.0,974919.0,2213257.0,3252286.0,7245400.0,10486613.0,0.5995472580887182,0.5712472728239438,0.5985288380139129,0.6187934049573847,0.5827898641838877,1382368.0,2500940.0,3342354.0,6731212.0,8382263.0,1357872.0,2409026.0,3246607.0,6520302.0,7448129.0,24496.0,91914.0,95747.0,210910.0,934134.0,1899924.0,4196897.0,5881007.0,11724937.0,16250524.0,1873329.0,4075014.0,5695666.0,11198535.0,14288233.0,26595.0,121883.0,185341.0,526402.0,1962291.0,1.3743981342160698,1.6781278239381991,1.7595404316837773,1.7418760544163518,1.9386798052029623,1.3796064724804695,1.6915608216764784,1.7543441506779232,1.7174871654717834,1.9183654042511884,1.0856874591770085,1.3260547903474988,1.9357368899286664,2.4958607937034762,2.1006525830341256,1899924.0,4196897.0,5881007.0,11724937.0,16250524.0,1873329.0,4075014.0,5695666.0,11198535.0,14288233.0,26595.0,121883.0,185341.0,526402.0,1962291.0,974919.0,2213257.0,3252286.0,7245400.0,10486613.0,1.9488019004655768,1.896253801524179,1.8082687069956327,1.618259447373506,1.5496446755496749
Tampico,71.0,7300.0,48.0,2636.0,367.0,4299.0,0.0,3914.446575342465,10002.180821917807,19361.4,13026.589041095891,0.0,1428773.0,3650796.0,7066911.0,4754705.0,0.0,1428773.0,3650796.0,7066911.0,4754705.0,0.0,572673.0,1849173.0,3191538.0,2457980.0,0.0,0.4008145450676909,0.506512278418186,0.451617120974072,0.5169574137617371,0.0,871886.0,2528361.0,4041767.0,2986545.0,0.0,847499.0,2489942.0,3832781.0,2842133.0,0.0,24387.0,38419.0,208986.0,144412.0,0.0,1161197.0,3283604.0,6455259.0,4795864.0,0.0,1130951.0,3239562.0,6143017.0,4563077.0,0.0,30246.0,44042.0,312242.0,232787.0,0.0,1.331822050130407,1.2987085309415862,1.5971378360009372,1.6058234515133707,0.0,1.3344570318077071,1.3010592214597771,1.6027571103071112,1.6055114239903616,0.0,1.2402509533767991,1.1463598740206669,1.494080943221077,1.6119643796914385,0.0,1161197.0,3283604.0,6455259.0,4795864.0,0.0,1130951.0,3239562.0,6143017.0,4563077.0,0.0,30246.0,44042.0,312242.0,232787.0,0.0,572673.0,1849173.0,3191538.0,2457980.0,0.0,2.0276789721184687,1.775714873621884,2.0226169953169912,1.9511403672934688
Tepic,258.0,18171.0,0.0,0.0,0.0,1208.0,4595.434640765653,4801.997359678051,4052.4354262290253,6720.146418002178,236.85738820180455,1677333.6438794634,1752729.0362824888,1479138.9305735943,2452853.442570795,86452.94669365867,1677333.6438794634,1752729.0362824888,1479138.9305735943,2452853.442570795,86452.94669365867,545587.4146052664,519669.8786350585,513564.3379346733,1154004.931986061,24205.43683894084,0.3252706559581019,0.2964918523500189,0.3472049361418122,0.4704744735081145,0.2799839423022964,473536.13633341674,430162.09813834814,548010.8412513495,1031209.2389481878,7791.685328697926,467610.13633341674,425961.8979207202,540626.8412513495,996633.3858469907,7338.738647522736,5926.0,4200.2002176278575,7384.0,34575.853101196946,452.94668117519035,838872.9703075085,900219.9859010433,917069.9051734841,1881360.625035423,16366.513582541453,830715.9703075085,894721.322828267,907304.9051734841,1818354.115601461,15649.686089279998,8157.0,5498.6630727762795,9765.0,63006.509433962274,716.8274932614555,1.7715078236750617,2.0927459434408746,1.6734521220043939,1.8244218088604127,2.1005100812094097,1.776514035433973,2.1004726647987466,1.6782461319778563,1.8244964913112247,2.132476279770871,1.3764765440431994,1.309143085536469,1.322453954496208,1.8222691208675081,1.5825869203889842,838872.9703075085,900219.9859010433,917069.9051734841,1881360.625035423,16366.513582541453,830715.9703075085,894721.322828267,907304.9051734841,1818354.115601461,15649.686089279998,8157.0,5498.6630727762795,9765.0,63006.509433962274,716.8274932614555,545587.4146052664,519669.8786350585,513564.3379346733,1154004.931986061,24205.43683894084,1.5375592395481386,1.7322920240548103,1.7856962359604838,1.6302882014529794,0.6761503083559971
Tijuana,0.0,0.0,106.0,17515.0,128.0,28711.0,9563.495890410959,23528.67671232877,31375.545205479448,36304.901369863015,31964.701369863014,3490676.0,8587967.0,11452074.0,13251289.0,11667116.0,3490676.0,8587967.0,11452074.0,13251289.0,11667116.0,1909274.0,2998146.0,4990054.0,8065868.0,6623397.0,0.5469639691566905,0.3491100978846332,0.4357336496428507,0.6086855399501135,0.5676978783788555,2737603.0,4966486.0,7060852.0,7154806.0,5814695.0,2274807.0,3528474.0,5479116.0,5243345.0,4136647.0,462796.0,1438012.0,1581736.0,1911461.0,1678048.0,3474855.0,5622785.0,8640166.0,11618678.0,8570945.0,2918371.0,4003851.0,6734703.0,8723171.0,6318341.0,556484.0,1618934.0,1905463.0,2895507.0,2252604.0,1.26930566630735,1.132145545160099,1.2236718741590955,1.6238983978042172,1.4740145441850347,1.2829092753802849,1.1347259466840343,1.2291586818019549,1.6636652747435081,1.5274063752599634,1.202439087632564,1.125813970954345,1.2046656332030123,1.5148135379168082,1.3423954499513722,3474855.0,5622785.0,8640166.0,11618678.0,8570945.0,2918371.0,4003851.0,6734703.0,8723171.0,6318341.0,556484.0,1618934.0,1905463.0,2895507.0,2252604.0,1909274.0,2998146.0,4990054.0,8065868.0,6623397.0,1.8199875973799464,1.8754206766448327,1.7314774549533931,1.4404746023614567,1.2940406561768834
Tlaxcala de Xicohténcatl,160.0,27038.0,0.0,0.0,0.0,0.0,1485.3945205479451,2616.641095890411,5217.7780821917795,4012.2109589041097,1016.9671232876713,542169.0,955074.0,1904489.0,1464457.0,371193.0,542169.0,955074.0,1904489.0,1464457.0,371193.0,152741.0,282184.0035519126,697736.0,581981.0,202573.0,0.2817221198556169,0.2954577378840934,0.3663638907864524,0.3974039524547323,0.5457349680624365,292935.0,522323.1885245902,1008330.0,693908.0,262970.0,287170.0,511910.0081967213,970566.0,660977.0,167028.0,5765.0,10413.180327868853,37764.0,32931.0,95942.0,321634.0,576943.3161202185,1268047.0,1104120.0,339819.0,315646.0,566074.2997267757,1222060.0,1038054.0,223273.0,5988.0,10869.016393442624,45987.0,66066.0,116546.0,1.0979705395394883,1.1045715158653289,1.2575714299881984,1.5911619407760107,1.2922348556869605,1.0991607758470592,1.1058082293035376,1.259120966528809,1.5704842982433582,1.3367399477931845,1.0386816999132698,1.0437749132562135,1.2177470606927232,2.006194770884577,1.2147547476600449,321634.0,576943.3161202185,1268047.0,1104120.0,339819.0,315646.0,566074.2997267757,1222060.0,1038054.0,223273.0,5988.0,10869.016393442624,45987.0,66066.0,116546.0,152741.0,282184.0035519126,697736.0,581981.0,202573.0,2.1057476381587135,2.044564216461972,1.8173736198218238,1.8971753373391915,1.6775137851539943
Toluca de Lerdo,7473.0,23114.0,88.0,58164.0,33.0,3244.0,3740.876712328767,6138.246575342466,10450.465753424658,24856.33150684932,19077.926027397258,1365420.0,2240460.0,3814420.0,9072561.0,6963443.0,1365420.0,2240460.0,3814420.0,9072561.0,6963443.0,562002.0,832452.0,1634899.0,4114010.0,2986302.0,0.4115964318671178,0.37155405586352797,0.4286101163479637,0.4534563063284997,0.4288542320228657,971210.0,1452169.0,2046515.0,4748678.0,2309960.0,970441.0,1451320.0,2037189.0,3932505.0,1839949.0,769.0,849.0,9326.0,816173.0,470011.0,1104263.0,1660280.0,2803114.0,6958586.0,4497439.0,1103353.0,1658784.0,2789364.0,5807784.0,3470770.0,910.0,1496.0,13750.0,1150802.0,1026669.0,1.1369971478876866,1.143310454912617,1.3697011749242003,1.4653733102139164,1.9469770039308039,1.1369604128432331,1.1429484882727448,1.3692220014932341,1.4768662722615735,1.8863403279112627,1.1833550065019507,1.7620730270906952,1.474372721423976,1.4099976353052601,2.1843510045509573,1104263.0,1660280.0,2803114.0,6958586.0,4497439.0,1103353.0,1658784.0,2789364.0,5807784.0,3470770.0,910.0,1496.0,13750.0,1150802.0,1026669.0,562002.0,832452.0,1634899.0,4114010.0,2986302.0,1.9648737904847315,1.9944453253761176,1.7145487274749085,1.6914363358377835,1.5060228335915122
Torreón,44.0,25695.0,0.0,0.0,731.0,3918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuxtla Gutiérrez,0.0,0.0,4116.0,23157.0,1.0,5896.0,16118.049306849314,22417.161643835614,15610.572602739729,11938.273972602741,12398.09589041096,5883087.997,8182264.0,5697859.0,4357470.0,4525305.0,5883087.997,8182264.0,5697859.0,4357470.0,4525305.0,2163993.0,3169639.0,2109729.0,2477894.0,2490485.0,0.3678328457951842,0.3873792143592531,0.37026697220833293,0.5686542879239559,0.5503463302473535,3272451.0,4085407.0,2466962.0,2480933.0,2372143.0,3264162.0,4007209.0,2428387.0,2286843.0,2124694.0,8289.0,78198.0,38575.0,194090.0,247449.0,3834702.0,5750028.0,3680855.0,4193173.0,4152631.0,3825370.0,5659736.0,3634548.0,3924977.0,3737398.0,9332.0,90292.0,46307.0,268196.0,415233.0,1.171813420582921,1.4074553649122352,1.4920598695885872,1.6901597100768138,1.7505820686189657,1.1719301921902159,1.412388522784811,1.4966922488054828,1.7163298923450363,1.7590288295632217,1.1258294124743635,1.1546586869229392,1.2004406999351909,1.3818125611829564,1.6780548719130002,3834702.0,5750028.0,3680855.0,4193173.0,4152631.0,3825370.0,5659736.0,3634548.0,3924977.0,3737398.0,9332.0,90292.0,46307.0,268196.0,415233.0,2163993.0,3169639.0,2109729.0,2477894.0,2490485.0,1.7720491702145065,1.8140955484204984,1.744705125634619,1.6922325975203136,1.6673985187624096
Veracruz,2778.0,271805.0,0.0,0.0,372.0,8330.0,37514.81095890411,36410.49863013698,47052.04657534247,52386.43561643836,36643.76712328768,13692906.0,13289832.0,17173997.0,19121049.0,13374975.0,13692906.0,13289832.0,17173997.0,19121049.0,13374975.0,4478377.0,6136354.0,7087474.0,10781508.0,7669498.0,0.3270581861877968,0.4617330000860808,0.4126863420320849,0.5638554662979003,0.5734214830308094,8509939.0,9147942.0,10578596.0,13459213.0,9280895.0,8503151.0,9046665.0,10395907.0,12996683.0,8844656.0,6788.0,101277.0,182689.0,462530.0,436239.0,8994584.0,12259236.0,14959927.0,22705442.0,14292892.0,8985750.0,12054930.0,14626059.0,21869202.0,13436700.0,8834.0,204306.0,333868.0,836240.0,856192.0,1.0569504669774954,1.3401086277110197,1.4141694228610302,1.6869814007698667,1.5400338006194445,1.0567553134126395,1.3325275115194384,1.4069055254149545,1.6826756488559431,1.5191885359928077,1.3014142604596346,2.0172990906128736,1.8275210877502204,1.807969212807818,1.9626672535009482,8994584.0,12259236.0,14959927.0,22705442.0,14292892.0,8985750.0,12054930.0,14626059.0,21869202.0,13436700.0,8834.0,204306.0,333868.0,836240.0,856192.0,4478377.0,6136354.0,7087474.0,10781508.0,7669498.0,2.008447256673567,1.9978045595153082,2.110755820762094,2.10596161501712,1.8636020245392853
Villahermosa,0.0,0.0,0.0,0.0,0.0,5326.0,5654.131506849315,4721.005479452055,29396.260273972603,27507.61369863013,18455.358904109587,2063758.0,1723167.0,10729635.0,10040279.0,6736206.0,2063758.0,1723167.0,10729635.0,10040279.0,6736206.0,850879.0,616009.0,5611217.0,5959127.0,4022107.0,0.4122959184167911,0.3574865349673015,0.5229643878845832,0.593522052524636,0.5970878859702331,950403.0,907264.0,5565701.0,5416232.0,2663658.0,941843.0,880479.0,5318167.0,5106616.0,2200799.0,8560.0,26785.0,247534.0,309616.0,462859.0,1188742.0,1034115.0,9704770.0,9309570.0,5846978.0,1178426.0,1005441.0,9353256.0,8822764.0,4931493.0,10316.0,28674.0,351514.0,486806.0,915485.0,1.2507767757467096,1.1398170763967268,1.7436743367996232,1.7188277754719516,2.195093364088032,1.2511915467864605,1.1419250203582367,1.75873679784783,1.727712442055561,2.2407739189267173,1.2051401869158878,1.0705245473212621,1.4200635064273999,1.572289545759909,1.9778917553725863,1188742.0,1034115.0,9704770.0,9309570.0,5846978.0,1178426.0,1005441.0,9353256.0,8822764.0,4931493.0,10316.0,28674.0,351514.0,486806.0,915485.0,850879.0,616009.0,5611217.0,5959127.0,4022107.0,1.3970752598195513,1.6787335899313158,1.7295303318335398,1.562237220317674,1.4537102071128392
Xalapa-Enríquez,0.0,0.0,0.0,0.0,0.0,0.0,1144.2904109589042,5055.794520547946,11573.728767123288,8277.931506849314,3983.372602739726,417666.0,1845365.0,4224411.0,3021445.0,1453931.0,417666.0,1845365.0,4224411.0,3021445.0,1453931.0,215432.0,1067560.0,1699644.0,1426634.0,494124.0,0.5157997059851652,0.5785088586810739,0.4023386928970689,0.4721694421046883,0.3398538169968176,386097.0,756081.0,2757818.0,2038168.0,525773.0,377573.0,698691.0,2739604.0,1928285.0,500689.0,8524.0,57390.0,18214.0,109883.0,25084.0,439902.0,1592007.0,3199916.0,2583310.0,780019.0,420594.0,1480998.0,3161423.0,2452616.0,739271.0,19308.0,111009.0,38493.0,130694.0,40748.0,1.1393561721536298,2.105603764676007,1.160307170378901,1.2674666661433212,1.4835661017207045,1.1139408803065898,2.119675221235138,1.1539707928591139,1.2719157178529108,1.4765073728402265,2.2651337400281557,1.9342916884474648,2.1133743274404297,1.1893923536852835,1.6244618083240312,439902.0,1592007.0,3199916.0,2583310.0,780019.0,420594.0,1480998.0,3161423.0,2452616.0,739271.0,19308.0,111009.0,38493.0,130694.0,40748.0,215432.0,1067560.0,1699644.0,1426634.0,494124.0,2.041952913216236,1.4912576342313313,1.8826977884780576,1.8107727700307157,1.5785895848005764
